ResponseID,Timestamp,Event,Department,EventType,Rating,Comments
R0233,2025-07-16 05:26:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Well organized and helpful. Learned a lot.
R0234,2025-06-29 23:25:52.129125,Music Fest,Cultural Club,Cultural,3,Average experience. Could be better organized.
R0235,2025-09-08 07:09:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Very useful content; would attend similar events again.
R0236,2025-08-20 00:34:52.129125,Data Visualization Session,Data Science,Workshop,5,Well organized and helpful. Learned a lot.
R0237,2025-07-11 15:24:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Well organized and helpful. Learned a lot.
R0238,2025-06-25 06:45:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Well organized and helpful. Learned a lot.
R0239,2025-09-12 03:03:52.129125,Data Visualization Session,Data Science,Workshop,5,Great speakers and practical examples. Loved it!
R0240,2025-07-18 11:52:52.129125,Cultural Night,Cultural Club,Cultural,4,
R0241,2025-07-20 10:51:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0242,2025-08-14 09:32:52.129125,Cultural Night,Cultural Club,Cultural,4,Great speakers and practical examples. Loved it! Good examples.
R0243,2025-07-22 07:43:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,
R0244,2025-07-20 02:37:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Neutral — neither very good nor very bad. Food arrangement was bad.
R0245,2025-09-09 11:18:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Really enjoyed the session — very informative and engaging.
R0246,2025-06-23 22:18:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0247,2025-09-19 13:08:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Fun and interactive. The cohort participation was great.
R0248,2025-07-27 21:46:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0249,2025-08-29 21:04:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Very useful content; would attend similar events again.
R0250,2025-08-27 02:46:52.129125,AI Workshop,Computer Science,Workshop,4,Well organized and helpful. Learned a lot.
R0251,2025-07-18 09:37:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0252,2025-06-23 08:12:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Average experience. Could be better organized. Food arrangement was bad.
R0253,2025-07-11 09:01:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Well organized and helpful. Learned a lot.
R0254,2025-06-29 18:43:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Very useful content; would attend similar events again.
R0255,2025-08-15 22:34:52.129125,AI Workshop,Computer Science,Workshop,5,Very useful content; would attend similar events again.
R0256,2025-07-12 14:00:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Very useful content; would attend similar events again.
R0257,2025-07-12 11:50:52.129125,Cultural Night,Cultural Club,Cultural,4,Very useful content; would attend similar events again.
R0258,2025-07-08 12:18:52.129125,Cultural Night,Cultural Club,Cultural,4,Fun and interactive. The cohort participation was great.
R0259,2025-09-09 06:34:52.129125,AI Workshop,Computer Science,Workshop,4,
R0260,2025-07-07 09:12:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Fun and interactive. The cohort participation was great.
R0261,2025-09-03 03:47:52.129125,AI Workshop,Computer Science,Workshop,5,Really enjoyed the session — very informative and engaging.
R0262,2025-08-09 01:27:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Average experience. Could be better organized.
R0263,2025-07-15 15:17:52.129125,Music Fest,Cultural Club,Cultural,5,Great speakers and practical examples. Loved it!
R0264,2025-09-15 17:48:52.129125,AI Workshop,Computer Science,Workshop,5,Well organized and helpful. Learned a lot.
R0265,2025-06-29 13:29:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Well organized and helpful. Learned a lot.
R0266,2025-07-15 02:40:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0267,2025-08-22 05:26:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Well organized and helpful. Learned a lot.
R0268,2025-08-05 07:06:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,
R0269,2025-08-21 18:06:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0270,2025-09-08 19:26:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0271,2025-08-24 11:39:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0272,2025-08-21 22:42:52.129125,AI Workshop,Computer Science,Workshop,5,Well organized and helpful. Learned a lot.
R0273,2025-09-08 04:46:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Really enjoyed the session — very informative and engaging.
R0274,2025-07-03 07:57:52.129125,AI Workshop,Computer Science,Workshop,5,
R0275,2025-09-04 15:00:52.129125,AI Workshop,Computer Science,Workshop,5,Great speakers and practical examples. Loved it!
R0276,2025-07-17 13:36:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,"It was okay, some parts were useful. Too long."
R0277,2025-08-17 19:03:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Great speakers and practical examples. Loved it!
R0278,2025-07-01 08:40:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0279,2025-08-17 16:03:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0280,2025-09-14 02:00:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Well organized and helpful. Learned a lot. Too long.
R0281,2025-06-27 19:04:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0282,2025-08-16 14:46:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Really enjoyed the session — very informative and engaging.
R0283,2025-06-23 17:23:52.129125,AI Workshop,Computer Science,Workshop,4,Well organized and helpful. Learned a lot. Food arrangement was bad.
R0284,2025-08-30 01:40:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Great speakers and practical examples. Loved it!
R0285,2025-07-30 02:09:52.129125,Data Visualization Session,Data Science,Workshop,4,Fun and interactive. The cohort participation was great.
R0286,2025-09-01 06:23:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Really enjoyed the session — very informative and engaging.
R0287,2025-08-19 15:20:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0288,2025-07-05 07:53:52.129125,AI Workshop,Computer Science,Workshop,5,Well organized and helpful. Learned a lot.
R0289,2025-07-27 12:24:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Well organized and helpful. Learned a lot.
R0290,2025-07-28 13:45:52.129125,Data Visualization Session,Data Science,Workshop,4,Fun and interactive. The cohort participation was great.
R0291,2025-08-19 09:12:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Really enjoyed the session — very informative and engaging. Food arrangement was bad.
R0292,2025-08-03 07:44:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0293,2025-08-29 05:24:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Well organized and helpful. Learned a lot.
R0294,2025-06-24 15:51:52.129125,Music Fest,Cultural Club,Cultural,4,Great speakers and practical examples. Loved it!
R0295,2025-07-02 06:59:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Great speakers and practical examples. Loved it!
R0296,2025-07-30 11:03:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Fun and interactive. The cohort participation was great.
R0297,2025-07-15 22:37:52.129125,Music Fest,Cultural Club,Cultural,4,
R0298,2025-08-01 16:52:52.129125,Music Fest,Cultural Club,Cultural,3,"Somewhat informative, but pacing felt off."
R0299,2025-08-23 06:45:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Neutral — neither very good nor very bad.
R0300,2025-06-25 07:10:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,1,"Not what I expected, the content was confusing."
R0301,2025-07-04 13:23:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0302,2025-08-23 22:55:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0303,2025-06-29 15:23:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Neutral — neither very good nor very bad.
R0304,2025-06-28 19:19:52.129125,AI Workshop,Computer Science,Workshop,4,Very useful content; would attend similar events again. Venue issues.
R0305,2025-09-01 18:52:52.129125,Cultural Night,Cultural Club,Cultural,3,"Somewhat informative, but pacing felt off."
R0306,2025-07-01 03:27:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,Neutral — neither very good nor very bad.
R0307,2025-06-26 09:51:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,
R0308,2025-09-08 02:53:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Well organized and helpful. Learned a lot.
R0309,2025-06-28 22:38:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Fun and interactive. The cohort participation was great.
R0310,2025-09-03 06:57:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0311,2025-06-29 01:55:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Really enjoyed the session — very informative and engaging.
R0312,2025-07-06 02:12:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,
R0313,2025-07-08 02:58:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"Somewhat informative, but pacing felt off."
R0314,2025-08-05 13:42:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0315,2025-09-17 11:09:52.129125,Music Fest,Cultural Club,Cultural,5,Very useful content; would attend similar events again.
R0316,2025-08-21 22:53:52.129125,AI Workshop,Computer Science,Workshop,4,Really enjoyed the session — very informative and engaging.
R0317,2025-08-27 13:50:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Average experience. Could be better organized.
R0318,2025-07-25 03:02:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,2,Poorly organized and the speaker ran overtime.
R0319,2025-08-04 12:48:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Fun and interactive. The cohort participation was great.
R0320,2025-07-29 16:31:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Very useful content; would attend similar events again.
R0321,2025-08-16 19:12:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Very useful content; would attend similar events again.
R0322,2025-07-03 13:47:52.129125,Design Thinking Workshop,Design Dept,Workshop,3,Neutral — neither very good nor very bad.
R0323,2025-09-17 03:48:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0324,2025-08-05 00:55:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Well organized and helpful. Learned a lot.
R0325,2025-07-24 01:32:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Really enjoyed the session — very informative and engaging.
R0326,2025-07-26 22:20:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,Neutral — neither very good nor very bad.
R0327,2025-09-17 00:24:52.129125,Data Visualization Session,Data Science,Workshop,3,Average experience. Could be better organized.
R0328,2025-06-28 08:21:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Great speakers and practical examples. Loved it!
R0329,2025-07-30 12:19:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0330,2025-08-24 08:14:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0331,2025-08-20 11:25:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,
R0332,2025-09-02 05:50:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Average experience. Could be better organized.
R0333,2025-07-16 00:15:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Great speakers and practical examples. Loved it! Venue issues.
R0334,2025-09-14 00:40:52.129125,AI Workshop,Computer Science,Workshop,4,
R0335,2025-06-25 11:23:52.129125,Cultural Night,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0336,2025-09-16 14:15:52.129125,AI Workshop,Computer Science,Workshop,4,Really enjoyed the session — very informative and engaging.
R0337,2025-08-04 17:30:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Great speakers and practical examples. Loved it!
R0338,2025-06-24 10:20:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0339,2025-09-17 00:36:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0340,2025-07-31 16:06:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0341,2025-09-14 17:58:52.129125,Music Fest,Cultural Club,Cultural,4,Very useful content; would attend similar events again.
R0342,2025-08-16 08:09:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Great speakers and practical examples. Loved it!
R0343,2025-08-22 18:58:52.129125,AI Workshop,Computer Science,Workshop,4,
R0344,2025-08-20 00:47:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0345,2025-09-19 16:20:52.129125,Data Visualization Session,Data Science,Workshop,5,Really enjoyed the session — very informative and engaging.
R0346,2025-07-28 08:31:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,2,
R0347,2025-09-08 19:11:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0348,2025-08-20 19:36:52.129125,AI Workshop,Computer Science,Workshop,4,Great speakers and practical examples. Loved it!
R0349,2025-09-03 08:07:52.129125,Cultural Night,Cultural Club,Cultural,4,Fun and interactive. The cohort participation was great.
R0350,2025-06-22 06:02:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Really enjoyed the session — very informative and engaging.
R0351,2025-07-26 16:53:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,"It was okay, some parts were useful."
R0352,2025-07-25 07:49:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,2,"Timing and logistics were a problem, disappointing."
R0353,2025-07-25 21:56:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Fun and interactive. The cohort participation was great.
R0354,2025-08-03 20:37:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Very useful content; would attend similar events again.
R0355,2025-08-15 10:40:52.129125,Music Fest,Cultural Club,Cultural,3,Neutral — neither very good nor very bad.
R0356,2025-08-25 08:44:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,2,Too crowded and noisy; couldn't focus.
R0357,2025-06-27 03:46:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0358,2025-06-30 20:40:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0359,2025-09-02 00:08:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,2,Too crowded and noisy; couldn't focus.
R0360,2025-08-15 15:55:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0361,2025-07-08 00:52:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,Average experience. Could be better organized.
R0362,2025-08-07 23:57:52.129125,Data Visualization Session,Data Science,Workshop,5,Great speakers and practical examples. Loved it!
R0363,2025-09-16 09:31:52.129125,AI Workshop,Computer Science,Workshop,4,Very useful content; would attend similar events again.
R0364,2025-08-10 06:05:52.129125,Music Fest,Cultural Club,Cultural,4,Fun and interactive. The cohort participation was great.
R0365,2025-09-03 11:02:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0366,2025-07-10 19:37:52.129125,AI Workshop,Computer Science,Workshop,4,Great speakers and practical examples. Loved it!
R0367,2025-07-23 12:59:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,2,Too crowded and noisy; couldn't focus.
R0368,2025-07-16 11:10:52.129125,Music Fest,Cultural Club,Cultural,5,Really enjoyed the session — very informative and engaging.
R0369,2025-08-16 21:08:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,Neutral — neither very good nor very bad. Too long.
R0370,2025-07-06 20:30:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Really enjoyed the session — very informative and engaging.
R0371,2025-06-23 20:39:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Great speakers and practical examples. Loved it! Venue issues.
R0372,2025-08-09 22:27:52.129125,Cultural Night,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0373,2025-09-18 15:13:52.129125,AI Workshop,Computer Science,Workshop,4,Great speakers and practical examples. Loved it!
R0374,2025-07-28 02:55:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,2,"Timing and logistics were a problem, disappointing."
R0375,2025-07-03 06:55:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0376,2025-08-12 18:54:52.129125,Data Visualization Session,Data Science,Workshop,4,Very useful content; would attend similar events again.
R0377,2025-07-09 00:02:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0378,2025-07-23 16:23:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Fun and interactive. The cohort participation was great.
R0379,2025-07-12 18:25:52.129125,Music Fest,Cultural Club,Cultural,4,
R0380,2025-08-19 07:29:52.129125,Music Fest,Cultural Club,Cultural,3,"It was okay, some parts were useful."
R0381,2025-09-19 04:56:52.129125,AI Workshop,Computer Science,Workshop,2,Unclear objectives and lack of practical examples.
R0382,2025-08-26 11:48:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Fun and interactive. The cohort participation was great.
R0383,2025-07-07 12:15:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0384,2025-08-08 22:59:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0385,2025-08-20 13:48:52.129125,AI Workshop,Computer Science,Workshop,4,Well organized and helpful. Learned a lot.
R0386,2025-07-12 20:25:52.129125,AI Workshop,Computer Science,Workshop,3,Average experience. Could be better organized.
R0387,2025-08-09 07:54:52.129125,Music Fest,Cultural Club,Cultural,3,"Somewhat informative, but pacing felt off."
R0388,2025-08-16 20:32:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Average experience. Could be better organized.
R0389,2025-08-31 02:46:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Very useful content; would attend similar events again.
R0390,2025-07-19 00:21:52.129125,Data Visualization Session,Data Science,Workshop,4,Very useful content; would attend similar events again. Venue issues.
R0391,2025-08-10 13:48:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Neutral — neither very good nor very bad.
R0392,2025-07-31 23:33:52.129125,Design Thinking Workshop,Design Dept,Workshop,3,"It was okay, some parts were useful."
R0393,2025-09-19 00:39:52.129125,Cultural Night,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0394,2025-09-13 11:41:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Very useful content; would attend similar events again.
R0395,2025-09-07 20:36:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Very useful content; would attend similar events again.
R0396,2025-07-19 03:42:52.129125,AI Workshop,Computer Science,Workshop,4,Very useful content; would attend similar events again.
R0397,2025-07-22 21:10:52.129125,Data Visualization Session,Data Science,Workshop,4,Well organized and helpful. Learned a lot.
R0398,2025-09-03 18:09:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Neutral — neither very good nor very bad.
R0399,2025-07-07 11:15:52.129125,Data Visualization Session,Data Science,Workshop,4,Very useful content; would attend similar events again.
R0400,2025-07-04 21:46:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0401,2025-09-16 09:55:52.129125,Music Fest,Cultural Club,Cultural,3,
R0402,2025-07-30 15:47:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"It was okay, some parts were useful."
R0403,2025-08-18 09:47:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Fun and interactive. The cohort participation was great. Venue issues.
R0404,2025-08-19 06:02:52.129125,Music Fest,Cultural Club,Cultural,2,Unclear objectives and lack of practical examples.
R0405,2025-06-26 22:24:52.129125,AI Workshop,Computer Science,Workshop,4,
R0406,2025-07-13 06:13:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Well organized and helpful. Learned a lot.
R0407,2025-08-06 13:57:52.129125,Cultural Night,Cultural Club,Cultural,3,Neutral — neither very good nor very bad. Food arrangement was bad.
R0408,2025-08-16 02:28:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0409,2025-07-03 11:56:52.129125,AI Workshop,Computer Science,Workshop,5,Fun and interactive. The cohort participation was great.
R0410,2025-07-09 05:59:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,2,Poorly organized and the speaker ran overtime.
R0411,2025-08-29 23:17:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0412,2025-08-04 01:18:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,2,
R0413,2025-06-22 19:46:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0414,2025-09-01 20:55:52.129125,Data Visualization Session,Data Science,Workshop,5,Very useful content; would attend similar events again.
R0415,2025-08-01 15:03:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0416,2025-08-04 16:12:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot. Venue issues.
R0417,2025-07-25 13:31:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"Somewhat informative, but pacing felt off."
R0418,2025-08-31 09:14:52.129125,Music Fest,Cultural Club,Cultural,3,Average experience. Could be better organized.
R0419,2025-07-14 15:41:52.129125,Music Fest,Cultural Club,Cultural,3,Average experience. Could be better organized.
R0420,2025-09-10 21:24:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Great speakers and practical examples. Loved it! Too long.
R0421,2025-08-18 00:48:52.129125,Data Visualization Session,Data Science,Workshop,5,Well organized and helpful. Learned a lot.
R0422,2025-08-07 09:21:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Neutral — neither very good nor very bad. Venue issues.
R0423,2025-06-25 11:36:52.129125,AI Workshop,Computer Science,Workshop,5,Well organized and helpful. Learned a lot.
R0424,2025-06-28 05:18:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0425,2025-08-20 06:09:52.129125,Cultural Night,Cultural Club,Cultural,3,"Somewhat informative, but pacing felt off."
R0426,2025-06-30 14:08:52.129125,Music Fest,Cultural Club,Cultural,3,Neutral — neither very good nor very bad.
R0427,2025-06-29 03:05:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Fun and interactive. The cohort participation was great. Food arrangement was bad.
R0428,2025-08-29 23:07:52.129125,Music Fest,Cultural Club,Cultural,5,Well organized and helpful. Learned a lot.
R0429,2025-08-16 02:01:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,2,Poorly organized and the speaker ran overtime.
R0430,2025-08-08 11:03:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,Great speakers and practical examples. Loved it!
R0431,2025-08-13 03:37:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"It was okay, some parts were useful."
R0432,2025-08-19 19:35:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Very useful content; would attend similar events again.
R0433,2025-07-25 05:28:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"Somewhat informative, but pacing felt off."
R0434,2025-08-15 21:32:52.129125,Cultural Night,Cultural Club,Cultural,3,"Somewhat informative, but pacing felt off."
R0435,2025-07-17 11:09:52.129125,AI Workshop,Computer Science,Workshop,4,Great speakers and practical examples. Loved it!
R0436,2025-09-05 22:04:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Really enjoyed the session — very informative and engaging.
R0437,2025-09-05 12:19:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0438,2025-08-19 18:54:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0439,2025-06-25 14:51:52.129125,Cultural Night,Cultural Club,Cultural,4,Very useful content; would attend similar events again.
R0440,2025-08-26 01:42:52.129125,Cultural Night,Cultural Club,Cultural,3,"It was okay, some parts were useful."
R0441,2025-08-26 16:27:52.129125,Music Fest,Cultural Club,Cultural,3,Neutral — neither very good nor very bad.
R0442,2025-08-06 11:39:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Fun and interactive. The cohort participation was great.
R0443,2025-08-17 23:59:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,4,Really enjoyed the session — very informative and engaging.
R0444,2025-08-02 06:33:52.129125,Design Thinking Workshop,Design Dept,Workshop,2,"Timing and logistics were a problem, disappointing."
R0445,2025-08-10 16:35:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Neutral — neither very good nor very bad.
R0446,2025-07-08 15:44:52.129125,Music Fest,Cultural Club,Cultural,3,"It was okay, some parts were useful."
R0447,2025-08-29 05:20:52.129125,Data Visualization Session,Data Science,Workshop,5,Great speakers and practical examples. Loved it! Venue issues.
R0448,2025-07-09 22:57:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,3,
R0449,2025-07-19 05:42:52.129125,Data Visualization Session,Data Science,Workshop,4,Very useful content; would attend similar events again.
R0450,2025-07-24 21:08:52.129125,Data Visualization Session,Data Science,Workshop,5,Really enjoyed the session — very informative and engaging.
R0451,2025-07-26 23:17:52.129125,Music Fest,Cultural Club,Cultural,5,Great speakers and practical examples. Loved it!
R0452,2025-06-22 00:33:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"It was okay, some parts were useful."
R0453,2025-08-13 16:07:52.129125,AI Workshop,Computer Science,Workshop,3,Neutral — neither very good nor very bad. Good examples.
R0454,2025-06-27 13:41:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Well organized and helpful. Learned a lot.
R0455,2025-08-21 14:46:52.129125,Design Thinking Workshop,Design Dept,Workshop,5,Very useful content; would attend similar events again.
R0456,2025-09-03 23:42:52.129125,Cultural Night,Cultural Club,Cultural,5,Great speakers and practical examples. Loved it!
R0457,2025-08-31 08:58:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,
R0458,2025-08-07 06:54:52.129125,Cultural Night,Cultural Club,Cultural,4,Great speakers and practical examples. Loved it!
R0459,2025-06-29 16:58:52.129125,Cultural Night,Cultural Club,Cultural,3,"It was okay, some parts were useful."
R0460,2025-08-26 22:37:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,Average experience. Could be better organized.
R0461,2025-07-02 09:12:52.129125,Music Fest,Cultural Club,Cultural,3,Average experience. Could be better organized.
R0462,2025-07-26 06:40:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,5,Very useful content; would attend similar events again.
